"gender","major","disaster_freq","ai_experience","nt_can_thiet_1","nt_can_thiet_2","nt_can_thiet_3","nb_ai_1","nb_ai_2","nb_ai_3","kv_hieu_qua_1","kv_hieu_qua_2","kv_hieu_qua_3","ln_phi_nhan_tinh_1","ln_phi_nhan_tinh_2","ln_phi_nhan_tinh_3","te_liet_xh_1","te_liet_xh_2","te_liet_xh_3","nham_lan_gkhq_1","nham_lan_gkhq_2","nham_lan_gkhq_3","yd_hanh_vi_1","yd_hanh_vi_2","yd_hanh_vi_3","other_opinions"
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Chưa từng bị ảnh hưởng","Sử dụng thường xuyên",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Không, ít ra nó làm tui đỡ hơn"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,2,1,4,5,5,4,4,4,2,4,4,1,3,4,3,2,1,1,2,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,4,4,5,4,3,4,3,5,3,4,4,4,3,2,3,3,4,2,2,4,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,4,4,3,2,4,4,1,3,3,4,4,1,4,4,1,4,4,4,4,"Không ak"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,3,3,3,4,3,NA
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",5,3,1,5,5,5,3,3,3,5,5,5,3,3,1,3,3,3,1,1,1,"Không"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",1,2,1,2,2,3,1,2,1,4,2,3,1,2,2,1,2,2,2,1,2,"Không ạ"
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,5,5,5,5,5,5,5,5,5,5,2,3,3,1,2,3,3,1,4,3,NA
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,4,3,2,2,2,3,4,4,5,5,3,5,2,2,3,2,2,3,1,"hong"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",4,4,5,3,4,4,3,4,4,4,3,4,5,4,4,4,5,4,4,4,3,"dạ không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,4,5,4,4,4,4,4,4,3,3,3,3,2,2,2,3,3,2,4,4,"AI có thể là một công cụ hỗ trợ tinh thần hữu ích vì dễ tiếp cận, phản hồi nhanh và giúp người dùng giải tỏa cảm xúc ban đầu. Tuy nhiên, tôi kỳ vọng AI chỉ nên đóng vai trò hỗ trợ tham khảo, không thay thế hoàn toàn chuyên gia tâm lý hay sự kết nối với người thân, bạn bè, đặc biệt trong các vấn đề nghiêm trọng."
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,3,5,3,4,4,4,3,3,2,4,4,3,3,2,3,3,4,1,2,2,NA
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Hằng năm, đều đặn","Chưa từng sử dụng",1,4,4,1,4,4,4,3,3,3,1,1,1,3,3,1,1,2,3,1,2,"Không"
"Nam","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Hằng năm, đều đặn","Sử dụng vài lần",4,3,3,4,5,2,3,3,3,2,4,4,5,3,1,2,2,3,3,2,4,"mong AI đưa ra lời khuyên chính xác"
"Nữ","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",3,3,5,4,5,4,2,3,2,3,4,3,4,2,4,1,2,5,2,3,3,"không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",3,4,4,1,2,2,3,3,2,3,2,2,3,2,2,3,3,2,3,2,3,NA
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Hằng năm, đều đặn","Chưa từng sử dụng",4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,"ok"
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Không có"
"Nam","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",4,2,1,4,2,2,4,2,3,1,2,1,1,2,2,2,1,3,1,4,5,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Chưa từng sử dụng",4,2,5,2,5,2,5,4,3,3,2,3,3,1,1,1,1,4,2,2,4,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,3,4,3,3,4,5,4,4,3,3,3,3,4,4,4,3,4,2,3,3,"khong ạ"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",3,3,2,3,4,3,2,4,1,4,2,2,3,3,3,1,4,3,2,3,3,"Không"
"Nữ","Khoa học Tự nhiên, Y dược & Khác (Y, Dược, Sinh học, Hóa học, Sức khỏe...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,2,4,5,4,3,4,4,4,3,2,4,4,4,4,4,5,4,2,2,2,"không"
"Nữ","Khoa học Xã hội, Nhân văn & Ngôn ngữ (Luật, Ngôn ngữ Anh/Hàn/Trung, Tâm lý học, Báo chí...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,2,4,4,5,4,3,4,2,4,5,5,2,2,2,2,2,2,1,4,2,"dạ hong"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng thường xuyên",4,4,3,4,5,4,5,4,4,4,3,4,4,4,5,4,5,4,5,4,5,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Thỉnh thoảng, tùy năm","Sử dụng vài lần",5,4,4,4,4,5,5,4,3,3,4,4,5,4,4,5,4,4,4,4,5,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",4,4,5,4,5,4,5,4,5,3,4,2,5,3,4,3,4,3,4,5,4,"Không ạ"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Chưa từng sử dụng",3,3,3,4,3,2,3,3,3,4,3,4,3,4,3,3,4,3,3,3,3,"Không"
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Hằng năm, đều đặn","Sử dụng vài lần",5,5,4,4,3,3,4,4,4,4,3,3,3,1,2,2,3,3,3,2,2,NA
"Nữ","Kinh tế, Kinh doanh & Quản lý (Quản trị kinh doanh, Tài chính - Ngân hàng, Kế toán, Logistics...)","Chưa từng bị ảnh hưởng","Sử dụng vài lần",1,4,5,3,3,2,4,4,1,5,3,5,4,4,3,3,2,5,3,2,2,NA
"Nam","Khoa học Kỹ thuật & Công nghệ (Công nghệ thông tin, Kỹ thuật, Kiến trúc, Điện tử...)","Thỉnh thoảng, tùy năm","Chưa từng sử dụng",3,3,2,2,3,3,4,3,3,2,3,3,3,4,4,3,3,2,2,3,3,NA
